age,diet,height,location,date,Class
66,mostly anything,67,san rafael,2012-06-29,other
20,mostly vegetarian,68,berkeley,2012-06-29,other
36,anything,69,san francisco,2012-06-29,other
50,anything,72,benicia,2012-01-19,other
50,,67,san francisco,2012-06-24,other
40,,73,san francisco,2012-05-17,other
39,,68,san francisco,2011-09-27,other
31,,70,el cerrito,2012-05-17,other
44,anything,74,oakland,2012-04-18,other
32,mostly anything,64,san francisco,2012-06-24,other
31,,65,redwood city,2011-12-03,other
40,,70,san francisco,2012-05-08,other
48,mostly vegetarian,70,emeryville,2012-04-13,other
32,,72,san francisco,2012-03-14,other
23,,62,vallejo,2012-06-28,other
32,mostly other,66,san francisco,2012-05-22,other
27,anything,63,san francisco,2012-06-27,other
42,,63,oakland,2012-06-23,other
27,,68,menlo park,2011-08-03,other
35,,67,san francisco,2012-06-27,other
53,,66,san francisco,2012-03-06,other
28,anything,71,alameda,2012-06-29,other
29,mostly anything,71,oakland,2012-03-30,other
30,,67,san francisco,2012-06-18,other
39,,67,pacifica,2011-08-02,other
37,mostly anything,67,san francisco,2012-06-30,other
28,strictly anything,74,san francisco,2012-06-28,other
29,,68,berkeley,2011-12-17,stem
25,,68,redwood city,2012-06-26,other
31,anything,65,oakland,2012-06-25,other
53,mostly anything,64,oakland,2012-06-22,other
30,,74,san francisco,2012-06-28,other
36,,63,san francisco,2012-03-25,other
27,mostly anything,62,san rafael,2012-06-27,other
37,mostly anything,64,san francisco,2012-06-27,other
33,,64,oakland,2011-09-25,other
28,anything,80,oakland,2012-04-29,other
24,mostly anything,71,berkeley,2012-06-29,other
25,,61,san francisco,2012-04-28,other
28,,65,san francisco,2012-06-10,other
47,other,72,oakland,2012-06-29,other
27,,63,san francisco,2012-06-14,other
27,anything,71,stanford,2012-06-30,other
20,,66,oakland,2012-06-29,other
39,anything,65,berkeley,2012-06-29,other
33,mostly anything,64,burlingame,2012-06-21,other
29,,63,south san francisco,2012-04-07,other
30,mostly anything,72,martinez,2012-06-24,other
27,mostly vegetarian,67,san francisco,2012-03-28,other
35,mostly vegetarian,70,san francisco,2012-02-17,other
24,mostly vegetarian,72,san francisco,2012-06-28,other
31,strictly anything,73,san francisco,2012-06-30,stem
28,strictly vegetarian,66,san francisco,2011-12-01,other
33,mostly vegetarian,69,san mateo,2012-06-29,stem
25,mostly vegetarian,71,oakland,2012-06-29,other
33,mostly other,65,san francisco,2012-06-21,other
25,mostly anything,65,alameda,2012-06-30,other
35,,64,mill valley,2012-06-13,other
30,mostly anything,65,san mateo,2012-04-20,other
35,,75,palo alto,2012-02-08,other
24,mostly anything,68,vallejo,2012-06-30,other
35,mostly vegetarian,64,oakland,2012-06-27,stem
25,,72,walnut creek,2012-06-11,other
27,other,73,san francisco,2011-11-11,other
26,mostly vegetarian,66,oakland,2012-05-24,stem
23,strictly anything,71,stanford,2012-04-03,other
18,strictly vegetarian,62,benicia,2012-05-24,other
21,mostly anything,65,san francisco,2012-06-28,other
22,mostly anything,60,san francisco,2012-06-30,other
21,mostly anything,65,san francisco,2012-06-29,other
24,,71,oakland,2012-06-29,other
33,mostly anything,65,oakland,2012-04-09,other
53,anything,70,san francisco,2012-06-29,other
27,strictly vegan,71,san francisco,2012-06-23,other
22,mostly anything,75,san francisco,2012-06-30,other
26,anything,63,san francisco,2012-06-29,other
23,mostly anything,75,san francisco,2012-06-27,other
47,mostly anything,64,san francisco,2012-05-08,other
23,,66,berkeley,2011-10-07,other
30,mostly vegetarian,69,san francisco,2012-04-19,other
27,,69,san francisco,2012-03-09,other
31,mostly vegetarian,74,berkeley,2012-06-28,other
63,,70,hayward,2012-06-26,other
25,mostly anything,70,san francisco,2012-04-24,other
20,,70,mountain view,2012-06-29,other
20,mostly anything,68,san francisco,2012-06-26,other
25,,75,pleasant hill,2012-06-29,other
22,,69,san francisco,2012-02-15,other
20,anything,65,castro valley,2011-10-09,other
35,mostly anything,71,san francisco,2012-06-29,other
33,,64,san francisco,2012-06-17,other
22,,76,pleasant hill,2012-05-24,other
27,anything,71,daly city,2012-06-28,other
29,anything,71,san francisco,2012-06-18,other
39,,72,oakland,2012-02-05,other
27,mostly anything,66,san lorenzo,2012-06-22,other
45,,70,redwood city,2012-06-26,stem
22,mostly anything,69,burlingame,2012-06-22,other
23,strictly anything,68,oakland,2012-04-16,other
32,anything,72,san francisco,2012-06-07,other
40,,65,berkeley,2012-06-21,other
45,vegan,72,vallejo,2012-02-14,other
34,,71,san francisco,2012-05-24,other
40,mostly other,68,oakland,2012-06-29,other
39,mostly anything,75,vallejo,2012-03-20,other
37,mostly anything,71,oakland,2012-06-29,other
38,,68,san francisco,2012-06-29,other
41,,72,berkeley,2012-06-19,other
21,anything,72,redwood city,2012-06-30,other
49,mostly anything,70,redwood city,2012-06-30,other
49,anything,69,novato,2012-06-29,other
53,anything,69,san francisco,2012-06-29,other
25,mostly anything,75,san francisco,2012-06-29,other
44,mostly anything,69,millbrae,2012-06-29,other
24,anything,70,hayward,2011-10-22,other
29,anything,64,vallejo,2012-06-26,other
25,,68,emeryville,2011-10-19,other
24,mostly anything,70,mountain view,2012-06-30,other
56,vegetarian,70,san francisco,2012-06-29,other
31,vegetarian,70,stanford,2012-06-29,other
24,,68,san bruno,2012-06-28,other
28,,73,oakland,2012-06-24,other
21,,71,san lorenzo,2011-11-25,other
31,strictly anything,70,green brae,2012-06-27,stem
23,,72,palo alto,2012-06-29,other
26,mostly anything,73,san francisco,2012-06-29,stem
42,,72,san francisco,2012-06-26,other
30,,66,san francisco,2012-06-26,other
31,mostly anything,71,palo alto,2012-06-10,stem
29,anything,72,san francisco,2012-06-30,other
24,mostly anything,64,richmond,2012-06-28,stem
51,anything,68,san francisco,2012-02-04,other
25,,68,san francisco,2012-02-24,other
30,,69,san francisco,2012-06-20,stem
36,anything,73,pleasant hill,2012-06-29,other
26,mostly anything,65,san francisco,2012-06-23,stem
34,,70,san francisco,2011-09-08,other
28,mostly anything,69,redwood city,2012-04-29,stem
27,mostly vegetarian,70,san francisco,2012-06-25,other
25,,65,oakland,2012-06-29,other
30,mostly anything,70,oakland,2012-06-18,other
35,,67,san francisco,2012-06-29,stem
22,mostly anything,77,novato,2012-06-29,other
36,mostly vegetarian,69,san francisco,2012-06-26,other
37,anything,67,san francisco,2012-06-27,other
39,other,70,oakland,2011-09-03,other
21,,75,san francisco,2012-06-29,other
43,,71,oakland,2012-05-01,stem
43,,63,san francisco,2012-06-29,other
25,,71,berkeley,2011-07-08,other
56,anything,70,berkeley,2012-06-29,other
27,mostly anything,73,south san francisco,2012-06-29,other
24,strictly vegetarian,60,emeryville,2012-06-29,other
26,strictly anything,70,san francisco,2012-06-29,other
42,,61,san francisco,2012-06-23,other
29,mostly anything,69,san francisco,2012-05-25,other
34,,63,berkeley,2012-06-20,other
25,mostly vegetarian,71,berkeley,2012-06-14,other
29,strictly anything,68,berkeley,2012-06-29,other
23,mostly anything,73,fairfax,2012-06-27,other
32,strictly anything,70,san francisco,2012-06-29,other
24,strictly anything,69,san francisco,2012-03-23,other
27,,62,berkeley,2012-06-03,stem
36,mostly anything,71,san francisco,2012-03-31,other
37,,72,san francisco,2012-06-29,other
31,mostly other,73,san francisco,2012-06-29,other
44,,70,novato,2012-06-29,stem
50,,63,walnut creek,2012-06-04,stem
34,,74,san francisco,2012-06-29,other
26,,73,berkeley,2012-06-26,stem
32,,73,san francisco,2012-06-02,other
30,strictly anything,68,berkeley,2012-01-31,stem
31,strictly anything,67,oakland,2012-06-18,other
34,mostly anything,72,berkeley,2012-04-27,other
24,mostly anything,65,san francisco,2012-06-26,other
23,mostly other,71,san francisco,2012-05-20,stem
38,mostly anything,66,san francisco,2012-06-29,other
31,,67,san francisco,2012-06-29,other
36,mostly vegetarian,64,san francisco,2012-06-24,other
26,strictly anything,70,san francisco,2012-06-28,other
39,,69,san francisco,2012-06-29,other
33,strictly anything,67,san francisco,2012-06-29,other
34,strictly anything,72,san francisco,2012-06-29,stem
33,anything,66,san francisco,2012-06-30,other
23,strictly anything,63,san francisco,2012-06-29,stem
23,strictly anything,74,berkeley,2012-06-29,stem
27,,74,san francisco,2012-06-25,stem
23,mostly anything,72,novato,2012-06-29,other
23,strictly vegan,65,san rafael,2012-06-29,other
20,mostly anything,75,emeryville,2012-06-30,other
43,,65,oakland,2012-06-30,other
39,vegetarian,71,redwood city,2012-06-23,other
24,,70,san francisco,2012-06-25,other
45,,71,redwood city,2012-06-29,other
20,mostly other,61,san pablo,2012-06-16,stem
24,,73,alameda,2012-06-24,stem
28,,74,san francisco,2012-06-30,other
32,mostly anything,69,san francisco,2012-06-29,other
53,,66,san francisco,2012-06-27,other
35,,71,south san francisco,2012-04-29,other
56,mostly anything,71,mountain view,2012-06-29,other
31,,70,san francisco,2012-06-04,stem
32,,64,san francisco,2012-06-28,other
19,,69,oakland,2012-06-17,other
31,strictly other,71,san francisco,2012-06-13,other
41,,70,san francisco,2012-06-29,stem
35,mostly halal,71,oakland,2012-01-26,other
26,,72,san francisco,2012-06-29,stem
28,,72,san francisco,2011-09-08,stem
34,,74,belmont,2012-06-29,stem
27,,72,berkeley,2012-06-29,stem
26,mostly other,75,oakland,2012-06-27,other
21,,69,berkeley,2012-06-25,other
33,strictly anything,70,san francisco,2012-06-29,stem
24,mostly anything,72,oakland,2012-06-15,other
23,,67,palo alto,2012-01-30,other
30,anything,73,oakland,2012-06-24,other
34,,69,oakland,2012-06-30,other
35,,74,san francisco,2012-06-26,other
32,mostly anything,76,san francisco,2012-06-30,other
41,,68,richmond,2012-06-29,other
24,,68,oakland,2012-06-27,other
45,mostly anything,72,san francisco,2012-06-30,other
39,strictly vegan,69,san francisco,2012-06-28,other
41,anything,72,mill valley,2012-06-28,other
23,mostly anything,63,oakland,2012-06-29,other
34,anything,72,san francisco,2012-06-29,other
37,anything,72,san francisco,2011-11-01,stem
24,mostly anything,67,san francisco,2012-06-26,stem
29,mostly anything,67,san leandro,2012-06-30,other
36,strictly anything,75,san francisco,2012-06-28,other
32,,74,san francisco,2012-06-29,other
26,,69,daly city,2012-06-19,other
29,,70,daly city,2012-06-28,other
30,mostly anything,70,san francisco,2012-06-30,stem
33,,70,san francisco,2012-06-30,stem
29,mostly anything,64,san francisco,2012-06-28,other
27,anything,74,san francisco,2012-06-25,other
30,mostly anything,68,san francisco,2012-06-30,other
32,anything,64,oakland,2012-06-29,other
24,,68,walnut creek,2012-06-27,other
32,mostly vegetarian,73,oakland,2012-06-29,other
23,mostly anything,69,san francisco,2012-06-24,other
30,mostly anything,72,san francisco,2012-06-27,stem
42,,71,west oakland,2012-06-29,other
27,,71,san francisco,2011-10-17,other
28,,72,san francisco,2012-04-28,other
31,mostly anything,69,palo alto,2012-06-28,other
26,,69,berkeley,2012-06-28,other
27,strictly anything,69,daly city,2012-06-27,other
27,mostly anything,75,emeryville,2012-05-10,other
26,,70,san francisco,2011-12-31,stem
28,,70,san francisco,2012-06-26,other
37,,72,oakland,2011-08-01,other
26,mostly anything,70,palo alto,2011-11-18,other
29,anything,74,san francisco,2012-06-29,stem
24,mostly anything,67,san francisco,2012-06-29,other
29,strictly anything,72,san francisco,2012-06-29,other
29,,73,san francisco,2011-07-27,stem
28,anything,71,san francisco,2012-06-29,other
28,,65,san francisco,2012-06-26,other
32,mostly anything,73,san francisco,2012-06-28,other
47,anything,67,san francisco,2012-06-26,stem
46,,71,san francisco,2012-04-22,other
26,,72,berkeley,2012-05-02,other
32,mostly anything,75,san francisco,2012-06-30,other
53,mostly anything,64,san francisco,2012-06-22,other
33,strictly anything,72,san francisco,2012-06-27,other
26,mostly anything,74,san francisco,2012-03-15,other
22,strictly anything,74,palo alto,2012-06-30,other
25,strictly vegetarian,69,san francisco,2012-06-21,other
26,anything,73,daly city,2012-06-26,other
30,,72,belvedere tiburon,2012-06-30,other
31,mostly anything,70,san francisco,2012-06-29,other
25,mostly anything,70,san francisco,2012-02-15,other
47,,66,stanford,2012-06-29,other
28,mostly anything,71,oakland,2012-06-27,other
25,,63,berkeley,2012-06-29,other
30,,72,san francisco,2011-11-27,stem
37,anything,72,berkeley,2012-01-19,other
47,,69,albany,2012-01-08,other
24,,73,oakland,2012-04-18,other
23,mostly vegetarian,69,san francisco,2012-06-29,other
22,mostly anything,66,san francisco,2012-06-29,other
29,mostly anything,65,mountain view,2012-06-30,other
40,,64,san francisco,2012-06-29,other
42,,64,berkeley,2012-06-28,other
28,,69,san francisco,2012-06-26,other
24,,68,vallejo,2012-06-29,other
28,mostly anything,73,san mateo,2012-06-29,stem
41,,67,san francisco,2012-06-29,stem
42,,70,san francisco,2012-06-29,other
22,,72,el cerrito,2012-06-29,other
44,mostly anything,71,berkeley,2012-06-30,other
24,anything,69,lafayette,2011-08-10,other
32,,73,burlingame,2012-03-14,other
32,,74,oakland,2012-06-29,other
31,mostly anything,69,san bruno,2012-04-30,stem
30,strictly anything,67,san francisco,2012-06-26,other
28,,61,san francisco,2012-06-29,other
31,mostly anything,65,oakland,2012-06-21,other
30,mostly anything,71,san francisco,2012-06-29,other
32,,68,san francisco,2012-06-30,other
39,anything,65,pleasant hill,2012-06-29,other
35,,71,san mateo,2012-06-05,other
34,mostly anything,67,san francisco,2012-06-30,other
55,,70,berkeley,2012-06-29,other
28,strictly anything,69,san francisco,2012-06-30,other
24,mostly anything,43,el cerrito,2011-11-11,other
22,,65,san mateo,2012-06-27,other
26,,66,san francisco,2012-06-30,other
22,mostly vegetarian,63,oakland,2012-06-29,other
25,strictly anything,70,hayward,2012-03-05,other
32,,71,richmond,2012-06-14,other
46,anything,66,san francisco,2012-06-30,other
27,,65,oakland,2012-06-18,other
34,,68,brisbane,2012-06-25,other
27,,72,san francisco,2012-06-28,other
30,,74,san francisco,2012-06-26,other
25,mostly anything,68,san francisco,2012-06-30,other
26,,71,san francisco,2011-11-12,other
27,,70,san francisco,2012-06-29,other
36,strictly anything,70,oakland,2012-04-16,other
33,,71,oakland,2012-06-28,other
34,,70,san francisco,2012-06-26,other
20,anything,74,berkeley,2012-02-10,other
30,mostly anything,70,berkeley,2012-06-20,other
21,,70,orinda,2012-06-27,stem
34,,71,san francisco,2011-07-08,other
32,anything,71,oakland,2012-06-27,other
26,mostly anything,75,oakland,2012-06-29,stem
28,mostly anything,71,san francisco,2012-06-18,other
31,mostly anything,69,el cerrito,2012-06-19,other
29,mostly anything,69,san francisco,2012-06-28,other
35,strictly anything,68,benicia,2012-06-30,other
28,,64,vallejo,2012-06-29,other
26,anything,78,san francisco,2012-06-26,other
32,,68,san francisco,2012-04-14,stem
35,,71,san mateo,2012-06-30,other
27,mostly anything,71,redwood city,2012-06-19,other
27,mostly anything,73,san francisco,2012-06-26,other
41,,65,san francisco,2012-06-12,other
31,mostly anything,74,oakland,2012-06-29,other
36,,66,san mateo,2011-10-17,other
26,strictly vegan,63,san francisco,2012-06-28,other
27,,69,san francisco,2012-05-16,stem
23,,75,san francisco,2012-05-18,other
51,other,65,san rafael,2012-06-27,other
28,strictly other,63,menlo park,2012-06-26,other
26,anything,71,san francisco,2012-06-24,other
27,mostly anything,59,oakland,2012-06-24,other
24,mostly anything,68,san francisco,2012-06-20,other
28,mostly anything,72,san francisco,2012-06-28,stem
34,,64,san francisco,2012-06-30,stem
26,mostly anything,68,san francisco,2012-06-22,other
36,,70,san francisco,2012-02-14,other
21,mostly anything,73,redwood city,2012-06-18,other
65,,68,san francisco,2012-06-23,other
21,mostly anything,67,san francisco,2012-06-27,other
30,mostly anything,70,san francisco,2012-06-26,other
40,,69,san francisco,2012-06-30,other
21,mostly anything,74,san francisco,2011-11-16,other
52,,60,san francisco,2012-06-29,other
29,mostly vegetarian,64,oakland,2012-06-30,other
55,,70,san rafael,2012-06-21,stem
38,strictly anything,70,san francisco,2012-05-23,other
44,mostly anything,71,san francisco,2012-06-29,other
36,,66,oakland,2012-06-19,other
42,,63,san francisco,2012-06-29,other
31,,65,daly city,2012-06-29,other
43,mostly vegetarian,64,san francisco,2012-06-29,other
42,mostly anything,65,san francisco,2012-06-29,other
23,,75,menlo park,2012-06-29,other
27,mostly anything,62,san francisco,2012-06-29,other
32,mostly anything,72,san francisco,2012-06-29,other
37,,76,san francisco,2012-06-29,other
28,,65,san francisco,2012-06-29,other
44,,71,berkeley,2011-09-11,other
42,,69,san francisco,2012-06-26,other
26,,69,hercules,2012-06-26,stem
26,strictly anything,68,oakland,2012-06-30,other
18,,66,san rafael,2012-06-28,other
30,mostly anything,62,san francisco,2012-06-25,other
38,strictly anything,62,alameda,2012-06-29,other
29,anything,72,san carlos,2012-06-29,other
